Variável,Mean(ts),Std(ts),f_0(ts)
68,0.8859999999999999,0.05400462943118858,0.7779907411376228
69,0.8845000000000002,0.04946968768852296,0.7855606246229543
70,0.88225,0.049154730189474145,0.7839405396210517
71,0.8807499999999999,0.05566136451794908,0.7694272709641018
72,0.8810000000000001,0.05756735185849701,0.7658652962830061
73,0.88375,0.049037613114832575,0.7856747737703349
74,0.8852500000000001,0.053044203264824334,0.7791615934703514
75,0.8899999999999999,0.04911720676097125,0.7917655864780574
76,0.8867500000000001,0.05225598051897984,0.7822380389620405
77,0.8844999999999998,0.055540525744720855,0.7734189485105581
78,0.89125,0.051036139156484,0.7891777216870319
79,0.8759999999999999,0.054419665563103216,0.7671606688737934
80,0.8995000000000001,0.04873140671066248,0.8020371865786751
81,0.88775,0.05309131284871378,0.7815673743025725
82,0.882,0.05025932749251625,0.7814813450149675
83,0.8845000000000001,0.0495958667632697,0.7853082664734606
84,0.8915000000000002,0.042311345996080066,0.8068773080078401
85,0.882,0.052211109928826466,0.7775777801423471
86,0.8875000000000002,0.052141634036535524,0.7832167319269291
87,0.8867499999999999,0.05189592951282402,0.7829581409743519
88,0.8772500000000001,0.04963554673819963,0.7779789065236008
89,0.88775,0.05460025183092107,0.7785494963381578
90,0.8932499999999999,0.05060323606252865,0.7920435278749426
91,0.8905,0.05193505559831432,0.7866298888033714
92,0.8812500000000001,0.04477373672143079,0.7917025265571385
93,0.87775,0.0533730971557769,0.7710038056884463
94,0.8800000000000001,0.05303300858899106,0.773933982822018
95,0.8815000000000001,0.053807527354451073,0.7738849452910979
96,0.8867499999999999,0.04955489380474949,0.787640212390501
97,0.8817500000000001,0.05532348054849767,0.7711030389030048
98,0.89125,0.04878204075271964,0.7936859184945607
99,0.8780000000000001,0.05040833264451424,0.7771833347109717
100,0.8850000000000001,0.05511351921262151,0.7747729615747571
101,0.8875,0.048023431780746376,0.7914531364385072
102,0.8892499999999999,0.04990678811544577,0.7894364237691083
103,0.8757499999999999,0.05285061494438831,0.7700487701112233
104,0.883,0.06050619802962337,0.7619876039407533
105,0.8825,0.04943429983321297,0.783631400333574
106,0.8815000000000002,0.050202091589892944,0.7810958168202142
107,0.8900000000000001,0.049623583103198025,0.7907528337936041
108,0.88725,0.05414044236982184,0.7789691152603563
109,0.88325,0.056574618867474495,0.770100762265051
110,0.8832499999999999,0.0474414112353332,0.7883671775293335
111,0.88825,0.05116822744633627,0.7859135451073275
112,0.88,0.04949747468305833,0.7810050506338834
114,0.8937499999999998,0.04587687325875642,0.8019962534824869
115,0.88875,0.0480071609241788,0.7927356781516425
116,0.8912499999999999,0.0480071609241788,0.7952356781516423
117,0.8797500000000003,0.048048803314963015,0.7836523933700742
118,0.8885,0.04735768153108849,0.793784636937823
119,0.8857499999999999,0.04707108985353961,0.7916078202929206
120,0.8867500000000001,0.04160153242369806,0.803546935152604
121,0.878,0.056156032623396746,0.7656879347532065
